,Plant Name,UniqueID_Final,ORIS Plant Code,Boiler/Generator/Committed Unit,Unit ID,CAMD Database UnitID,PlantType,Combustion Turbine/IC Engine,Region Name,State Name,State Code,County,County Code,FIPS5,Capacity (MW),Heat Rate (Btu/kWh),On Line Year,Retirement Year,Firing,Bottom,Cogen?,Modeled Fuels,Wet/DryScrubber,Scrubber_Online_Year,Scrubber Efficiency,NOx Comb Control,NOx Post-Comb Control,SCR_Online_Year,SNCR_Online_Year,PM Control,FlueGasConditioning_Flag,Mercury_Controls,ACI_Online_Year,Mercury_Controls Efficiency,SO2 Permit Rate (lbs/mmBtu),Mode 1 NOx Rate (lbs/mmBtu),Mode 2 NOx Rate (lbs/mmBtu),Mode 3 NOx Rate  (lbs/mmBtu),Mode 4 NOx Rate  (lbs/mmBtu),Hg EMF for BIT,Hg EMF for SUB,Hg EMF for LIG,HCL Removal,DSI Unit,DSI Online Year,CCS,CCS Removal,C2G,C2G Online Year,BART Affected Unit,FuelType,Plant Code_x,Latitude,Longitude,Plant Code_y,Generator ID,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Technology,Efficiency,Minimum Energy Capacity (MWh),FuelPrice($/MMBtu),CO2EmRate(lb/MMBtu),geometry,index_right,OBJECTID,PCA_REG,Shape_Leng,Shape_Area,PCA_Code,RTO_Code,region,FuelType2,hrGroup,MinDownTime(hrs),RampRate(MW/hr),StartCost($),MinLoad(MWh),RandOpCostAdder($/MWh),FOM(2012$/MW/yr),VOM(2012$/MWh),OpCost($/MWh),RegOfferElig,RegOfferCost($/MW),FlexOfferElig,ContOfferElig,YearAddedCE,Retired,YearRetiredByCE,YearRetiredByAge,GAMS Symbol
195,Rawhide,6761_B_101,6761,B,101,2906.0,Coal Steam,,WECC_CO,Colorado,8,Larimer,69,8069,280.0,9999.0,1984.0,9999,tangential,dry,N,Subbituminous,Dry Scrubber,1984.0,0.8,LNC3,,,,B,,ACI,2010.0,,0.11,0.11987,0.11987,0.11987,0.11987,0.1,0.1,0.1,0.8500000000000001,,,,,,,,Subbituminous,6761.0,40.860905,-105.021207,,,,,,,,,1.7546330215875177,214.3,POINT (-105.021207 40.860905),32,33,33,20.7799157782,13.0007552137,p33,rto5,CO,Subbituminous,"(9998.999, 10172.0]",12,50.12,28585.14895509115,112.0,0.0,37800.0,4.47,22.014575582853585,1,0.0,1,1,False,False,False,False,6761+101
267,Evander Andrews Power Complex,7953_G_1,7953,G,1,90108.0,Combustion Turbine,,WECC_ID,Idaho,16,Elmore,39,16039,171.0,10745.0,2008.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.04012,0.04012,0.04012,0.04012,,,,,,,,,,,,Natural Gas,7953.0,43.179176,-115.734315,,,,,,,,,3.357411782192547,117.0,POINT (-115.734315 43.179176),14,15,15,26.4064026554,15.9069043345,p15,rto1,ID,Natural Gas,"(10744.999, 11059.0]",3,58.482000000000006,4364.339706536238,68.4,0.0,7340.0,15.45,51.52538959965892,0,0.0,1,1,False,False,False,False,7953+1
300,TS Power Plant,56224_B_BLR100,56224,B,BLR100,89529.0,Coal Steam,,WECC_NNV,Nevada,32,Eureka,11,32011,218.0,10137.0,2008.0,9999,wall,dry,N,Subbituminous,Dry Scrubber,2008.0,0.92,LNBO,SCR,2008.0,,B,,ACI,2008.0,,0.07,0.04892,0.04892,0.04892,0.04892,0.1,0.1,0.1,0.9700000000000001,,,,,,,,Subbituminous,56224.0,40.7461,-116.5297,,,,,,,,,1.7546330215875177,214.3,POINT (-116.5297 40.7461),11,12,12,21.8974386668,27.8372830306,p12,rto2,NV,Subbituminous,,12,39.022,22255.580257892398,87.2,0.0,37800.0,4.47,22.256714939832666,1,0.0,1,1,False,False,False,False,56224+BLR100
339,Raft River Geothermal Power Plant,56317_G_1,56317,G,1,,Geothermal,,WECC_ID,Idaho,16,Cassia,31,16031,10.0,9771.0,2008.0,9999,,,N,Geothermal,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.4563,0.4563,0.4563,,,,,,,,,Geothermal,56317.0,42.099417,-113.38245,,,,,,,,,0.0,0.0,POINT (-113.38245 42.099417),15,16,16,15.5448138661,6.1602837641,p16,rto1,ID,Geothermal,,2,3.4200000000000004,255.22454424188527,4.0,0.0,100000.0,0.0,0.0,1,0.0,1,1,False,False,False,False,56317+1
363,BYUI Central Energy Facility,59496_G_ST601,59496,G,ST601,,Combustion Turbine,,WECC_ID,Idaho,16,Madison,65,16065,4.6,11373.0,2015.0,9999,,,Y,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.011,0.011,0.011,0.011,,,,,,,,,,,,Natural Gas,59496.0,43.816944,-111.785833,,,,,,,,,3.357411782192547,117.0,POINT (-111.785833 43.816944),15,16,16,15.5448138661,6.1602837641,p16,rto1,ID,Natural Gas,"(11059.0, 11745.75]",1,1.5732,117.40329035126722,1.8399999999999999,0.0,7340.0,15.45,53.633844198875835,0,0.0,1,1,False,False,False,False,59496+ST601
620,Phillips 66 Carbon Plant,50388_B_K1,50388,B,K1,,Coal Steam,,WEC_CALN,California,6,Contra Costa,13,6013,8.5,9319.0,1983.0,9999,,,Y,Petroleum Coke,,,0.6,,,,,B,,,,,0.79,0.24986,0.24986,0.24986,0.24986,0.11,0.27,1.0,0.98,Yes,2000.0,,,,,,Petroleum Coke,50388.0,38.018056,-122.2344,,,,,,,,,1.7546330215875177,225.1,POINT (-122.2344 38.018056),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA,Petroleum Coke,,6,2.9749999999999996,867.76345042241,3.4000000000000004,0.0,37800.0,4.47,20.821425128174074,1,0.0,1,1,False,False,False,False,50388+K1
621,Phillips 66 Carbon Plant,50388_B_K2,50388,B,K2,,Coal Steam,,WEC_CALN,California,6,Contra Costa,13,6013,8.5,9319.0,1983.0,9999,,,Y,Petroleum Coke,,,0.6,,,,,B,,,,,0.79,0.24986,0.24986,0.24986,0.24986,0.11,0.27,1.0,0.98,Yes,2000.0,,,,,,Petroleum Coke,50388.0,38.018056,-122.2344,,,,,,,,,1.7546330215875177,225.1,POINT (-122.2344 38.018056),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA,Petroleum Coke,,6,2.9749999999999996,867.76345042241,3.4000000000000004,0.0,37800.0,4.47,20.821425128174074,1,0.0,1,1,False,False,False,False,50388+K2
854,Redding Power,7307_G_6,7307,G,6,89746.0,Combined Cycle,,WEC_BANC,California,6,Shasta,89,6089,41.0,8622.0,2011.0,9999,,,N,Natural Gas,,,,other,SCR,,,,,,,,,0.00294,0.00294,0.00294,0.00294,,,,,,,,,,,,Natural Gas,7307.0,40.507292,-122.423281,,,,,,,,,3.357411782192547,117.0,POINT (-122.423281 40.507292),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA,Combined Cycle,"(8523.0, 11346.0]",4,26.199,4185.682525566918,16.400000000000002,0.0,13170.0,3.5999999999999996,32.54760438606414,1,0.0,1,1,False,False,False,False,7307+6
1022,Blacksand Generating Facility,56090_G_D190,56090,G,D190,,Fossil Waste,,WECC_SCE,California,6,Orange,59,6059,0.3,11724.0,2012.0,9999,,,N,Fossil Waste,,,,,,,,,,,,,,0.04795,0.04795,0.04795,0.04795,,,,,,,,,,,,Fossil Waste,56090.0,33.9328,-117.855,,,,,,,,,0.0,160.1,POINT (-117.855 33.9328),9,10,10,29.1722901383,16.6512953217,p10,rto4,CA,Fossil Waste,"(5124.999, 11724.0]",0,0.3,0.0,0.075,0.0,37800.0,4.47,4.47,0,0.0,1,1,False,False,False,False,56090+D190
1643,Hardin Generator Project,55749_B_PC1,55749,B,PC1,9114.0,Coal Steam,,WECC_MT,Montana,30,Big Horn,3,30003,107.0,12313.0,2006.0,9999,wall,dry,N,Subbituminous,Dry Scrubber,2006.0,0.923,LNB + OFA,SCR,2006.0,,B,,ACI,2009.0,,0.11,1.9276,0.08093,1.9276,0.08093,0.1,0.1,0.1,0.9730000000000001,,,,,,,,Subbituminous,55749.0,45.7578,-107.6,,,,,,,,,1.7546330215875177,214.3,POINT (-107.6 45.7578),17,18,18,38.784948004,15.8595269462,p18,rto2,MT,Subbituminous,"(11520.5, 12313.0]",6,37.449999999999996,10923.61049355269,42.800000000000004,0.0,37800.0,4.47,26.0747963948071,1,0.0,1,1,False,False,False,False,55749+PC1
1715,Sunnyside Cogen Associates,50951_B_1,50951,B,1,,Coal Steam,,WECC_UT,Utah,49,Carbon,7,49007,51.0,12420.0,1993.0,9999,FBC,dry,N,Waste Coal,Wet Scrubber,1993.0,0.961,CF + FU + LA,,,,B,,,,,2.0,0.17444,0.17444,0.17444,0.17444,0.01,0.01,0.01,0.99,Yes,1993.0,,,,,,Waste Coal,50951.0,39.5472,-110.3917,,,,,,,,,0.0,205.7,POINT (-110.3917 39.5472),24,25,25,22.1867344858,19.3243237465,p25,rto2,UT,Waste Coal,,6,17.849999999999998,5206.580702534459,20.400000000000002,0.0,37800.0,4.47,4.47,1,0.0,1,1,False,False,False,False,50951+1
1717,Kennecott Power Plant,56163_G_SM58,56163,G,SM58,,Non-Fossil Waste,,WECC_UT,Utah,49,Salt Lake,35,49035,31.8,11414.0,1995.0,9999,,,N,Non-Fossil Waste,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Non-Fossil Waste,56163.0,40.7119,-112.1225,,,,,,,,,0.0,160.1,POINT (-112.1225 40.7119),24,25,25,22.1867344858,19.3243237465,p25,rto2,UT,Non-Fossil Waste,"(10323.0, 12457.0]",4,31.8,3246.456202756781,12.72,0.0,105630.0,5.26,5.26,0,0.0,1,1,False,False,False,False,56163+SM58
1747,Veyo Heat Recovery Project,60421_G_WHR1,60421,G,WHR1,,Non-Fossil Waste,,WECC_UT,Utah,49,Washington,53,49053,8.4,7050.0,2016.0,9999,,,N,Non-Fossil Waste,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Non-Fossil Waste,60421.0,37.348,-113.765,,,,,,,,,0.0,160.1,POINT (-113.765 37.348),24,25,25,22.1867344858,19.3243237465,p25,rto2,UT,Non-Fossil Waste,"(7049.999, 10323.0]",4,8.4,857.5544686527345,3.3600000000000003,0.0,105630.0,5.26,5.26,0,0.0,1,1,False,False,False,False,60421+WHR1
1755,Hunter,6165_B_1,6165,B,1,2816.0,Coal Steam,,WECC_UT,Utah,49,Emery,15,49015,471.0,10231.0,1978.0,9999,tangential,dry,N,Bituminous,Wet Scrubber,1978.0,0.8,LNC3,,,,ESPC + B,Yes,,,,0.12,0.20066,0.20066,0.20066,0.20066,0.05,0.3,0.56,0.8500000000000001,,,,,,,Yes,Bituminous,6165.0,39.1747,-111.0289,,,,,,,,,1.7546330215875177,205.7,POINT (-111.0289 39.1747),24,25,25,22.1867344858,19.3243237465,p25,rto2,UT,Bituminous,"(10205.5, 10342.0]",12,84.309,48084.30413517119,188.4,0.0,37800.0,4.47,22.421650443861893,1,0.0,1,1,False,False,False,False,6165+1
1919,Four Corners,2442_B_5,2442,B,5,1585.0,Coal Steam,,WECC_NM,New Mexico,35,San Juan,45,35045,770.0,10016.0,1970.0,9999,cell,dry,N,Subbituminous,Wet Scrubber,1985.0,0.92,LNB + LNCB,SCR,2018.0,,B,,,,,0.878,0.50912,0.05091,0.50912,0.05091,0.1,0.1,0.56,0.99,,,,,,,Yes,Subbituminous,2442.0,36.69,-108.4814,,,,,,,,,1.7546330215875177,214.3,POINT (-108.4814 36.69),30,31,31,25.2210451457,25.5131162869,p31,rto3,NM,Subbituminous,"(10015.999, 10031.0]",12,137.82999999999998,78609.15962650067,308.0,0.0,37800.0,4.47,22.044404344220574,1,0.0,1,1,False,False,False,False,2442+5
1922,San Juan,2451_B_1,2451,B,1,1596.0,Coal Steam,,WECC_NM,New Mexico,35,San Juan,45,35045,340.0,11073.0,1982.0,9999,wall,dry,N,Subbituminous,Wet Scrubber,1998.0,0.9,AA + LNB + LNBO,SNCR,,2015.0,ESPH + B,Yes,ACI,2009.0,,0.15,0.30575,0.228,0.30575,0.228,0.1,0.1,0.1,0.9500000000000001,,,,,,,Yes,Subbituminous,2451.0,36.8006,-108.4386,,,,,,,,,1.7546330215875177,214.3,POINT (-108.4386 36.8006),30,31,31,25.2210451457,25.5131162869,p31,rto3,NM,Subbituminous,"(10722.75, 11073.0]",12,60.86,34710.5380168964,136.0,0.0,37800.0,4.47,23.89905144803858,1,0.0,1,1,False,False,False,False,2451+1
1923,San Juan,2451_B_4,2451,B,4,1599.0,Coal Steam,,WECC_NM,New Mexico,35,San Juan,45,35045,507.0,10606.0,1982.0,9999,wall,dry,N,Subbituminous,Wet Scrubber,1998.0,0.9,AA + LNB + LNBO,SNCR,,2016.0,ESPH + B,Yes,ACI,2008.0,,0.15,0.4159,0.224,0.4159,0.224,0.1,0.1,0.1,0.9500000000000001,,,,,,,Yes,Subbituminous,2451.0,36.8006,-108.4386,,,,,,,,,1.7546330215875177,214.3,POINT (-108.4386 36.8006),30,31,31,25.2210451457,25.5131162869,p31,rto3,NM,Subbituminous,"(10321.0, 10722.75]",12,90.753,51759.53757225433,202.8,0.0,37800.0,4.47,23.07963782695721,1,0.0,1,1,False,False,False,False,2451+4
1924,Animas,2465_G_GT1,2465,G,GT1,,Combined Cycle,,WECC_NM,New Mexico,35,San Juan,45,35045,17.0,9896.0,1994.0,9999,,,N,Natural Gas,,,,,,,,,,,,,,0.02644,0.02644,0.02644,0.02644,,,,,,,,,,,,Natural Gas,2465.0,36.725138,-108.19202,,,,,,,,,3.357411782192547,117.0,POINT (-108.19202 36.725138),30,31,31,25.2210451457,25.5131162869,p31,rto3,NM,Combined Cycle,"(8542.0, 9896.0]",4,10.863,1735.52690084482,6.800000000000001,0.0,13170.0,3.5999999999999996,36.82494699657745,1,0.0,1,1,False,False,False,False,2465+GT1
1926,Afton Generating Station,55210_G_0001,55210,G,0001,4144.0,Combined Cycle,,WECC_NM,New Mexico,35,Dona Ana,13,35013,141.0,8542.0,2002.0,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,DLNB + H2O,SCR,2007.0,,,,,,,0.001,0.02257,0.02257,0.02257,0.02257,,,,,,,,,,,,Natural Gas,55210.0,32.114185,-106.846483,,,,,,,,,3.357411782192547,117.0,POINT (-106.846483 32.114185),30,31,31,25.2210451457,25.5131162869,p31,rto3,NM,Combined Cycle,"(8034.0, 8542.0]",4,44.838,14394.66429524233,56.400000000000006,0.0,13170.0,3.5999999999999996,32.279011443488734,1,0.0,1,1,False,False,False,False,55210+0001
1927,Afton Generating Station,55210_G_0002,55210,G,0002,,Combined Cycle,,WECC_NM,New Mexico,35,Dona Ana,13,35013,94.6,8542.0,2007.0,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,DLNB + H2O + NH3,SCR,2007.0,,,,,,,0.001,0.02257,0.02257,0.02257,0.02257,,,,,,,,,,,,Natural Gas,55210.0,32.114185,-106.846483,,,,,,,,,3.357411782192547,117.0,POINT (-106.846483 32.114185),30,31,31,25.2210451457,25.5131162869,p31,rto3,NM,Combined Cycle,"(8034.0, 8542.0]",4,60.4494,9657.69675411294,37.839999999999996,0.0,13170.0,3.5999999999999996,32.279011443488734,1,0.0,1,1,False,False,False,False,55210+0002
1928,Valencia Energy Facility,55802_G_CTG1,55802,G,CTG1,10143.0,Combustion Turbine,,WECC_NM,New Mexico,35,Valencia,61,35061,144.3,12223.0,2008.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03604,0.03604,0.03604,0.03604,,,,,,,,,,,,Natural Gas,55802.0,34.611549,-106.732234,,,,,,,,,3.357411782192547,117.0,POINT (-106.732234 34.611549),30,31,31,25.2210451457,25.5131162869,p31,rto3,NM,Natural Gas,"(11905.75, 13385.0]",3,49.35060000000001,3682.890173410405,57.720000000000006,0.0,7340.0,15.45,56.4876442137395,0,0.0,1,1,False,False,False,False,55802+CTG1
2075,Harry Allen,7082_G_GT4,7082,G,GT4,2932.0,Combustion Turbine,,WECC_SNV,Nevada,32,Clark,3,32003,72.0,11703.0,2006.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,0.8,0.02132,0.02132,0.02132,0.02132,,,,,,,,,,,,Natural Gas,7082.0,36.430554,-114.902405,,,,,,,,,3.357411782192547,117.0,POINT (-114.902405 36.430554),12,13,13,7.37546719298,2.10019158794,p13,rto3,NV,Natural Gas,"(11158.75, 15459.0]",2,24.624000000000002,1837.616718541574,28.8,0.0,7340.0,15.45,54.74179008699937,0,0.0,1,1,False,False,False,False,7082+GT4
2076,Colstrip Energy LP,10784_B_BLR1,10784,B,BLR1,,Coal Steam,,WECC_MT,Montana,30,Rosebud,87,30087,35.0,13813.0,1990.0,9999,FBC,dry,N,Waste Coal,Reagent Injection,1990.0,0.839,CF + OFA,,,,B,,ACI,2009.0,,2.0,0.10422,0.10422,0.10422,0.10422,0.01,0.01,0.01,0.98,Yes,1990.0,,,,,,Waste Coal,10784.0,45.9752,-106.6547,,,,,,,,,0.0,205.7,POINT (-106.6547 45.9752),19,20,20,20.9742682172,7.3768607769,p20,rto2,MT,Waste Coal,,6,12.25,3573.1436193863938,14.0,0.0,37800.0,4.47,4.47,1,0.0,1,1,False,False,False,False,10784+BLR1
2077,Yellowstone Energy LP,50931_B_BLR1,50931,B,BLR1,,Coal Steam,,WECC_MT,Montana,30,Yellowstone,111,30111,26.0,10938.0,1995.0,9999,FBC,dry,Y,Petroleum Coke,Reagent Injection,1995.0,0.927,CF + OFA,,,,B,,,,,2.0,0.10422,0.10422,0.10422,0.10422,0.05,0.05,0.05,0.98,Yes,1995.0,,,,,,Petroleum Coke,50931.0,45.8117,-108.4278,,,,,,,,,1.7546330215875177,225.1,POINT (-108.4278 45.8117),19,20,20,20.9742682172,7.3768607769,p20,rto2,MT,Petroleum Coke,,6,9.1,2654.335260115607,10.4,0.0,37800.0,4.47,23.66217599012427,1,0.0,1,1,False,False,False,False,50931+BLR1
2078,Yellowstone Energy LP,50931_B_BLR2,50931,B,BLR2,,Coal Steam,,WECC_MT,Montana,30,Yellowstone,111,30111,26.0,10938.0,1995.0,9999,FBC,dry,Y,Petroleum Coke,Reagent Injection,1995.0,0.927,CF + OFA,,,,B,,,,,2.0,0.10422,0.10422,0.10422,0.10422,0.05,0.05,0.05,0.98,Yes,1995.0,,,,,,Petroleum Coke,50931.0,45.8117,-108.4278,,,,,,,,,1.7546330215875177,225.1,POINT (-108.4278 45.8117),19,20,20,20.9742682172,7.3768607769,p20,rto2,MT,Petroleum Coke,,6,9.1,2654.335260115607,10.4,0.0,37800.0,4.47,23.66217599012427,1,0.0,1,1,False,False,False,False,50931+BLR2
2080,Phillips 66 Billings Refinery,56496_G_3701,56496,G,3701,,Fossil Waste,,WECC_MT,Montana,30,Yellowstone,111,30111,1.5,11724.0,2007.0,9999,,,N,Fossil Waste,,,,,,,,,,,,,,0.04795,0.04795,0.04795,0.04795,,,,,,,,,,,,Fossil Waste,56496.0,45.7769,-108.4911,,,,,,,,,0.0,160.1,POINT (-108.4911 45.7769),19,20,20,20.9742682172,7.3768607769,p20,rto2,MT,Fossil Waste,,0,1.5,0.0,0.375,0.0,37800.0,4.47,4.47,0,0.0,1,1,False,False,False,False,56496+3701
