,Plant Name,UniqueID_Final,ORIS Plant Code,Boiler/Generator/Committed Unit,Unit ID,CAMD Database UnitID,PlantType,Combustion Turbine/IC Engine,Region Name,State Name,State Code,County,County Code,FIPS5,Capacity (MW),Heat Rate (Btu/kWh),On Line Year,Retirement Year,Firing,Bottom,Cogen?,Modeled Fuels,Wet/DryScrubber,Scrubber_Online_Year,Scrubber Efficiency,NOx Comb Control,NOx Post-Comb Control,SCR_Online_Year,SNCR_Online_Year,PM Control,FlueGasConditioning_Flag,Mercury_Controls,ACI_Online_Year,Mercury_Controls Efficiency,SO2 Permit Rate (lbs/mmBtu),Mode 1 NOx Rate (lbs/mmBtu),Mode 2 NOx Rate (lbs/mmBtu),Mode 3 NOx Rate  (lbs/mmBtu),Mode 4 NOx Rate  (lbs/mmBtu),Hg EMF for BIT,Hg EMF for SUB,Hg EMF for LIG,HCL Removal,DSI Unit,DSI Online Year,CCS,CCS Removal,C2G,C2G Online Year,BART Affected Unit,FuelType,Plant Code_x,Latitude,Longitude,Plant Code_y,Generator ID,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Technology,Efficiency,Minimum Energy Capacity (MWh),FuelPrice($/MMBtu),CO2EmRate(lb/MMBtu),geometry,index_right,OBJECTID,PCA_REG,Shape_Leng,Shape_Area,PCA_Code,RTO_Code,region,FuelType2,hrGroup,MinDownTime(hrs),RampRate(MW/hr),StartCost($),MinLoad(MWh),RandOpCostAdder($/MWh),FOM(2012$/MW/yr),VOM(2012$/MWh),OpCost($/MWh),RegOfferElig,RegOfferCost($/MW),FlexOfferElig,ContOfferElig,YearAddedCE,Retired,YearRetiredByCE,YearRetiredByAge,GAMS Symbol,DataSource,ATBTechnologyType,ThermalOrRenewableOrStorage,CAPEX(2012$/MW),NSPSCompliant,NOxEmRate(lb/MMBtu),SO2EmRate(lb/MMBtu),Lifetime(years),SO2 Scrubber,CoalType,ECAPEX(2012$/MWH),PlantCategory
2182,Stoltze CoGen1,58523_G_STL2,58523,G,STL2,,Biomass,,WECC_MT,Montana,30.0,Flathead,29.0,30029.0,3.0,17397.0,2013.0,9999.0,,,N,Biomass,,,,,,,,,,,,,,0.25617,0.25617,0.25617,0.25617,,,,,,,,,,,,Biomass,58523.0,48.3877,-114.2409,,,,,,,,,0.0,91.9,POINT (-114.2409 48.3877),16.0,17.0,17.0,25.1067827551,11.3607225115,p17,rto1,MT,Biomass,,4,3.0,306.26945309026235,1.2000000000000002,0.0,105630.0,5.26,5.26,0,0.0,1,1,0,False,False,False,58523+STL2,,,,,,,,,,,,
2270,Columbia Generating Station,371_G_2,371,G,2,,Nuclear,,WECC_PNW,Washington,53.0,Benton,5.0,53005.0,1180.0,10456.0,1984.0,2064.0,,,N,Nuclear Fuel,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Nuclear Fuel,371.0,46.4711,-119.3339,,,,,,,,,0.6559195578450814,0.0,POINT (-119.3339 46.4711),1.0,2.0,2.0,34.9567996089,7.6512303745,p2,rto1,WA,Nuclear Fuel,,20,94.4,602329.9244108492,1062.0,0.0,93280.0,2.14,8.99829489682817,0,0.0,1,1,0,False,False,False,371+2,,,,,,,,,,,,
2634,Cheyenne Prairie Generating Station,57703_G_01A,57703,G,01A,90707.0,Combined Cycle,,WECC_WY,Wyoming,56.0,Laramie,21.0,56021.0,37.0,8329.0,2014.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.00826,0.00826,0.00826,0.00826,,,,,,,,,,,,Natural Gas,57703.0,41.123611,-104.72,,,,,,,,,3.6509190329230177,117.0,POINT (-104.72 41.123611),23.0,24.0,24.0,12.9113496403,8.91711648995,p24,rto5,WY,Combined Cycle,,4,23.643,3777.323254779902,14.8,0.0,13170.0,3.5999999999999996,34.008504625215814,1,0.0,1,1,0,False,False,False,57703+01A,,,,,,,,,,,,
2635,Cheyenne Prairie Generating Station,57703_G_01B,57703,G,01B,90708.0,Combined Cycle,,WECC_WY,Wyoming,56.0,Laramie,21.0,56021.0,37.0,8329.0,2014.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.00826,0.00826,0.00826,0.00826,,,,,,,,,,,,Natural Gas,57703.0,41.123611,-104.72,,,,,,,,,3.6509190329230177,117.0,POINT (-104.72 41.123611),23.0,24.0,24.0,12.9113496403,8.91711648995,p24,rto5,WY,Combined Cycle,,4,23.643,3777.323254779902,14.8,0.0,13170.0,3.5999999999999996,34.008504625215814,1,0.0,1,1,0,False,False,False,57703+01B,,,,,,,,,,,,
2636,Cheyenne Prairie Generating Station,57703_G_01C,57703,G,01C,,Combined Cycle,,WECC_WY,Wyoming,56.0,Laramie,21.0,56021.0,20.0,8329.0,2014.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.00826,0.00826,0.00826,0.00826,,,,,,,,,,,,Natural Gas,57703.0,41.123611,-104.72,,,,,,,,,3.6509190329230177,117.0,POINT (-104.72 41.123611),23.0,24.0,24.0,12.9113496403,8.91711648995,p24,rto5,WY,Combined Cycle,,4,12.780000000000001,2041.7963539350822,8.0,0.0,13170.0,3.5999999999999996,34.008504625215814,1,0.0,1,1,0,False,False,False,57703+01C,,,,,,,,,,,,
2759,West Phoenix,117_G_C4-1,117,G,C4-1COMBINED,70.0,Combined Cycle,,WECC_AZ,Arizona,4.0,Maricopa,13.0,4013.0,1127.0,7938.042590949424,2001.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03074,0.03074,0.03074,0.03074,,,,,,,,,,,,Natural Gas,117.0,33.4417,-112.1583,,,,,,,,,3.6509190329230177,117.0,POINT (-112.1583 33.4417),27.0,28.0,28.0,25.4962710756,19.9625115102,p28,rto3,AZ,Combined Cycle,"(7590.0, 11404.0]",4,358.386,115055.22454424188,450.8,0.0,13170.0,3.5999999999999996,32.581150779450795,1,0.0,1,1,0,False,False,False,117+C4-1COMBINED,,,,,,,,,,,,
2761,Kyrene,147_G_KY7,147,G,KY7COMBINED,91.0,Combined Cycle,,WECC_AZ,Arizona,4.0,Maricopa,13.0,4013.0,1874.3,7546.967934695619,2003.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.00883,0.00883,0.00883,0.00883,,,,,,,,,,,,Natural Gas,147.0,33.3556,-111.9353,,,,,,,,,3.6509190329230177,116.99999999999999,POINT (-111.9353 33.3556),27.0,28.0,28.0,25.4962710756,19.9625115102,p28,rto3,AZ,Combined Cycle,"(7492.0, 7590.0]",4,596.0274,191346.94530902623,749.72,0.0,13170.0,3.5999999999999996,31.153368873639955,1,0.0,1,1,0,False,False,False,147+KY7COMBINED,,,,,,,,,,,,
2762,Santan,8068_G_ST6A,8068,G,ST6ACOMBINED,10067.0,Combined Cycle,,WECC_AZ,Arizona,4.0,Maricopa,13.0,4013.0,277.0,7535.0,2006.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.00947,0.00947,0.00947,0.00947,,,,,,,,,,,,Natural Gas,8068.0,33.3325,-111.7503,,,,,,,,,3.6509190329230177,117.0,POINT (-111.7503 33.3325),27.0,28.0,28.0,25.4962710756,19.9625115102,p28,rto3,AZ,Combined Cycle,"(7492.0, 7590.0]",4,88.086,28278.879502000887,110.80000000000001,0.0,13170.0,3.5999999999999996,31.10967491307494,1,0.0,1,1,0,False,False,False,8068+ST6ACOMBINED,,,,,,,,,,,,
2763,Desert Basin,55129_G_CTG1,55129,G,CTG1COMBINED,3964.0,Combined Cycle,,WECC_AZ,Arizona,4.0,Pinal,21.0,4021.0,3284.9,7344.0806721665795,2002.5,9999.0,,,N,Natural Gas,,,,,SCR,,,,,,,,,0.01135,0.01135,0.01135,0.01135,,,,,,,,,,,,Natural Gas,55129.0,32.9042,-111.7889,,,,,,,,,3.6509190329230177,116.99999999999999,POINT (-111.7889 32.9042),27.0,28.0,28.0,25.4962710756,19.9625115102,p28,rto3,AZ,Combined Cycle,"(7203.999, 7463.0]",4,1044.5982000000001,335354.8421520676,1313.96,0.0,13170.0,3.5999999999999996,30.41264390533503,1,0.0,1,1,0,False,False,False,55129+CTG1COMBINED,,,,,,,,,,,,
2764,Gila River Power Station,55306_G_CTG7,55306,G,CTG7COMBINED,8520.0,Combined Cycle,,WECC_AZ,Arizona,4.0,Maricopa,13.0,4013.0,2639.0,7474.809776430466,2003.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.01048,0.01048,0.01048,0.01048,,,,,,,,,,,,Natural Gas,55306.0,32.975,-112.6944,,,,,,,,,3.6509190329230177,116.99999999999997,POINT (-112.6944 32.975),27.0,28.0,28.0,25.4962710756,19.9625115102,p28,rto3,AZ,Combined Cycle,"(7463.0, 7492.0]",4,839.202,269415.0289017341,1055.6000000000001,0.0,13170.0,3.5999999999999996,30.88992528024903,1,0.0,1,1,0,False,False,False,55306+CTG7COMBINED,,,,,,,,,,,,
2780,Brush Generation Facility,10682_G_GT4,10682,G,GT4COMBINED,4142.0,Combined Cycle,,WECC_CO,Colorado,8.0,Morgan,87.0,8087.0,140.0,9946.0,1999.0,9999.0,,,N,Natural Gas,,,,H2O,,,,,,,,,,0.08462,0.08462,0.08462,0.08462,,,,,,,,,,,,Natural Gas,10682.0,40.2415,-103.631,,,,,,,,,3.6509190329230177,117.0,POINT (-103.631 40.2415),32.0,33.0,33.0,20.7799157782,13.0007552137,p33,rto5,CO,Combined Cycle,"(9632.0, 9946.0]",4,44.52,14292.574477545575,56.0,0.0,13170.0,3.5999999999999996,39.91204070145234,1,0.0,1,1,0,False,False,False,10682+GT4COMBINED,,,,,,,,,,,,
2782,Arapahoe Combustion Turbine Project,55200_G_UN5,55200,G,UN5COMBINED,4124.0,Combined Cycle,,WECC_CO,Colorado,8.0,Denver,31.0,8031.0,122.5,9004.0,2000.0,9999.0,,,N,Natural Gas,,,,,SCR,2002.0,,,,,,,,0.02745,0.02745,0.02745,0.02745,,,,,,,,,,,,Natural Gas,55200.0,39.6692,-105.0018,,,,,,,,,3.6509190329230177,117.0,POINT (-105.0018 39.6692),32.0,33.0,33.0,20.7799157782,13.0007552137,p33,rto5,CO,Combined Cycle,"(7804.0, 9632.0]",4,38.955,12506.00266785238,49.0,0.0,13170.0,3.5999999999999996,36.47287497243886,1,0.0,1,1,0,False,False,False,55200+UN5COMBINED,,,,,,,,,,,,
2784,Rocky Mountain Energy Center,55835_G_CTG1,55835,G,CTG1COMBINED,10173.0,Combined Cycle,,WECC_CO,Colorado,8.0,Weld,123.0,8123.0,580.0,7595.0,2004.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.01519,0.01519,0.01519,0.01519,,,,,,,,,,,,Natural Gas,55835.0,40.0908,-104.5953,,,,,,,,,3.6509190329230177,117.0,POINT (-104.5953 40.0908),32.0,33.0,33.0,20.7799157782,13.0007552137,p33,rto5,CO,Combined Cycle,"(6948.999, 7693.0]",4,184.44,59212.09426411738,232.0,0.0,13170.0,3.5999999999999996,31.328730055050322,1,0.0,1,1,0,False,False,False,55835+CTG1COMBINED,,,,,,,,,,,,
2785,Cherokee,469_G_5,469,G,5COMBINED,90850.0,Combined Cycle,,WECC_CO,Colorado,8.0,Adams,1.0,8001.0,764.0,7208.225130890052,2012.0,9999.0,,,N,Natural Gas,,,,,SCR,,,,,,,,,0.0147,0.0147,0.0147,0.0147,,,,,,,,,,,,Natural Gas,469.0,39.807275,-104.964548,,,,,,,,,3.6509190329230177,116.99999999999999,POINT (-104.964548 39.807275),32.0,33.0,33.0,20.7799157782,13.0007552137,p33,rto5,CO,Combined Cycle,"(6948.999, 7693.0]",4,242.952,77996.62072032013,305.6,0.0,13170.0,3.5999999999999996,29.916646323960506,1,0.0,1,1,0,False,False,False,469+5COMBINED,,,,,,,,,,,,
2786,Fort St Vrain,6112_G_1,6112,G,1COMBINED,,Combined Cycle,,WECC_CO,Colorado,8.0,Weld,123.0,8123.0,1140.0,7781.333333333332,2001.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,2001.0,,,,,,,0.06,0.02429,0.02429,0.02429,0.02429,,,,,,,,,,,,Natural Gas,6112.0,40.2461,-104.8742,,,,,,,,,3.6509190329230177,117.0,POINT (-104.8742 40.2461),32.0,33.0,33.0,20.7799157782,13.0007552137,p33,rto5,CO,Combined Cycle,"(7693.0, 7804.0]",4,362.52,116382.39217429969,456.0,0.0,13170.0,3.5999999999999996,32.00901796818497,1,0.0,1,1,0,False,False,False,6112+1COMBINED,,,,,,,,,,,,
2792,Langley Gulch Power Plant,57028_G_GTG,57028,G,GTGCOMBINED,90518.0,Combined Cycle,,WECC_ID,Idaho,16.0,Payette,75.0,16075.0,299.7,7248.0,2012.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.00702,0.00702,0.00702,0.00702,,,,,,,,,,,,Natural Gas,57028.0,43.904444,-116.819722,,,,,,,,,3.6509190329230177,117.0,POINT (-116.819722 43.904444),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Combined Cycle,"(7149.0, 7248.0]",4,95.3046,30596.318363717208,119.88,0.0,13170.0,3.5999999999999996,30.06186115062603,1,0.0,1,1,0,False,False,False,57028+GTGCOMBINED,,,,,,,,,,,,
2793,Rathdrum Power LLC,55179_G_CTG1,55179,G,CTG1COMBINED,4071.0,Combined Cycle,,WECC_PNW,Idaho,16.0,Kootenai,55.0,16055.0,248.0,7050.0,2001.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,1.75,0.01355,0.01355,0.01355,0.01355,,,,,,,,,,,,Natural Gas,55179.0,47.7858,-116.9203,,,,,,,,,3.6509190329230177,117.0,POINT (-116.9203 47.7858),13.0,14.0,14.0,9.31401747845,2.38902446325,p14,rto1,ID,Combined Cycle,"(7049.999, 7149.0]",4,78.864,25318.27478879502,99.2,0.0,13170.0,3.5999999999999996,29.338979182107273,1,0.0,1,1,0,False,False,False,55179+CTG1COMBINED,,,,,,,,,,,,
2800,Tracy,2336_G_5,2336,G,5COMBINED,,Combined Cycle,,WECC_NNV,Nevada,32.0,Storey,29.0,32029.0,832.0,7907.221153846154,2003.0,9999.0,,,N,Natural Gas,,,,STM,,,,,,,,,1.4,0.1486,0.1486,0.1486,0.1486,,,,,,,,,,,,Natural Gas,2336.0,39.5625,-119.525,,,,,,,,,3.6509190329230177,117.0,POINT (-119.525 39.5625),11.0,12.0,12.0,21.8974386668,27.8372830306,p12,rto2,NV,Combined Cycle,"(7484.0, 8374.0]",4,264.576,84938.72832369943,332.8,0.0,13170.0,3.5999999999999996,32.46862420810843,1,0.0,1,1,0,False,False,False,2336+5COMBINED,,,,,,,,,,,,
2801,Tracy,2336_G_10,2336,G,10COMBINED,,Combined Cycle,,WECC_NNV,Nevada,32.0,Storey,29.0,32029.0,553.0,7653.0,2008.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,2008.0,,,,,,,,0.00556,0.00556,0.00556,0.00556,,,,,,,,,,,,Natural Gas,2336.0,39.5625,-119.525,,,,,,,,,3.6509190329230177,117.0,POINT (-119.525 39.5625),11.0,12.0,12.0,21.8974386668,27.8372830306,p12,rto2,NV,Combined Cycle,"(7484.0, 8374.0]",4,175.854,56455.66918630502,221.20000000000002,0.0,13170.0,3.5999999999999996,31.540483358959854,1,0.0,1,1,0,False,False,False,2336+10COMBINED,,,,,,,,,,,,
2805,Chuck Lenzie Generating Station,55322_G_CTG1,55322,G,CTG1COMBINED,9006.0,Combined Cycle,,WECC_SNV,Nevada,32.0,Clark,3.0,32003.0,1680.0,7146.107142857142,2006.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.0105,0.0105,0.0105,0.0105,,,,,,,,,,,,Natural Gas,55322.0,36.383719,-114.921779,,,,,,,,,3.6509190329230177,117.0,POINT (-114.921779 36.383719),12.0,13.0,13.0,7.37546719298,2.10019158794,p13,rto3,NV,Combined Cycle,"(6619.999, 7221.0]",4,534.24,171510.8937305469,672.0,0.0,13170.0,3.5999999999999996,29.689858579164266,1,0.0,1,1,0,False,False,False,55322+CTG1COMBINED,,,,,,,,,,,,
2807,Desert Star Energy Center,55077_G_ED01,55077,G,ED01COMBINED,3860.0,Combined Cycle,,WECC_SNV,Nevada,32.0,Clark,3.0,32003.0,1494.4,7378.397751605995,2003.0,9999.0,,,N,Natural Gas,,,,,SCR,,,,,,,,,0.01308,0.01308,0.01308,0.01308,,,,,,,,,,,,Natural Gas,55077.0,35.788889,-114.994167,,,,,,,,,3.6509190329230177,116.99999999999999,POINT (-114.994167 35.788889),12.0,13.0,13.0,7.37546719298,2.10019158794,p13,rto3,NV,Combined Cycle,"(7221.0, 7484.0]",4,475.21920000000006,152563.02356602935,597.7600000000001,0.0,13170.0,3.5999999999999996,30.537932783814725,1,0.0,1,1,0,False,False,False,55077+ED01COMBINED,,,,,,,,,,,,
2830,Sutter Energy Center,55112_G_CT01,55112,G,CT01COMBINED,3928.0,Combined Cycle,,WEC_CALN,California,6.0,Sutter,101.0,6101.0,1304.6999999999998,7955.646585421938,2003.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,2001.0,,,,,,,,0.10516,0.10516,0.10516,0.10516,,,,,,,,,,,,Natural Gas,55112.0,39.053139,-121.695873,,,,,,,,,3.6509190329230177,117.00000000000001,POINT (-121.695873 39.053139),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,CA,Combined Cycle,"(7590.0, 8523.0]",4,414.89459999999997,133196.58514895508,521.88,0.0,13170.0,3.5999999999999996,32.64542153792597,1,0.0,1,1,0,False,False,False,55112+CT01COMBINED,,,,,,,,,,,,
2831,Los Esteros Critical Energy Center,55748_G_CAG5,55748,G,CAG5COMBINED,,Combined Cycle,,WEC_CALN,California,6.0,Santa Clara,85.0,6085.0,1415.8,8126.192682582287,2012.0,9999.0,,,N,Natural Gas,,,,H2O,SCR,2013.0,,,,,,,,0.009,0.009,0.009,0.009,,,,,,,,,,,,Natural Gas,55748.0,37.425,-121.9319,,,,,,,,,3.6509190329230177,117.0,POINT (-121.9319 37.425),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,CA,Combined Cycle,"(7590.0, 8523.0]",4,450.2244,144538.76389506448,566.32,0.0,13170.0,3.5999999999999996,33.26807153003943,1,0.0,1,1,0,False,False,False,55748+CAG5COMBINED,,,,,,,,,,,,
