,Plant Name,UniqueID_Final,ORIS Plant Code,Boiler/Generator/Committed Unit,Unit ID,CAMD Database UnitID,PlantType,Combustion Turbine/IC Engine,Region Name,State Name,State Code,County,County Code,FIPS5,Capacity (MW),Heat Rate (Btu/kWh),On Line Year,Retirement Year,Firing,Bottom,Cogen?,Modeled Fuels,Wet/DryScrubber,Scrubber_Online_Year,Scrubber Efficiency,NOx Comb Control,NOx Post-Comb Control,SCR_Online_Year,SNCR_Online_Year,PM Control,FlueGasConditioning_Flag,Mercury_Controls,ACI_Online_Year,Mercury_Controls Efficiency,SO2 Permit Rate (lbs/mmBtu),Mode 1 NOx Rate (lbs/mmBtu),Mode 2 NOx Rate (lbs/mmBtu),Mode 3 NOx Rate  (lbs/mmBtu),Mode 4 NOx Rate  (lbs/mmBtu),Hg EMF for BIT,Hg EMF for SUB,Hg EMF for LIG,HCL Removal,DSI Unit,DSI Online Year,CCS,CCS Removal,C2G,C2G Online Year,BART Affected Unit,FuelType,Plant Code_x,Latitude,Longitude,Plant Code_y,Generator ID,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Technology,Efficiency,Minimum Energy Capacity (MWh),FuelPrice($/MMBtu),CO2EmRate(lb/MMBtu),geometry,index_right,OBJECTID,PCA_REG,Shape_Leng,Shape_Area,PCA_Code,RTO_Code,region
3378,"RE Kent South, LLC",58991_G_1,58991,G,1,,Solar PV,,WEC_CALN,California,6,Kings,31,6031,20.0,0,2014,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,58991.0,36.226111,-119.905278,,,,,,,,,0.0,0.0,POINT (-119.905278 36.226111),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3386,Vacaville,59058_G_GEN 1,59058,G,GEN 1,,Solar PV,,WEC_CALN,California,6,Solano,95,6095,1.0,0,2007,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,59058.0,38.399444,-121.960278,,,,,,,,,0.0,0.0,POINT (-121.960278 38.399444),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3387,"SC 1 Data Center, Phase 2",59074_G_EG10B,59074,G,EG10B,,Combustion Turbine,IC Engine,WEC_CALN,California,6,Santa Clara,85,6085,2.3,10745,2014,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.05841,0.05841,0.05841,0.05841,,,,,,,,,,,,Natural Gas,59074.0,37.361667,-121.943611,,,,,,,,,2.381000415400321,117.0,POINT (-121.943611 37.361667),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3388,"SC 1 Data Center, Phase 2",59074_G_EG11A,59074,G,EG11A,,Combustion Turbine,IC Engine,WEC_CALN,California,6,Santa Clara,85,6085,2.3,10745,2014,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.05841,0.05841,0.05841,0.05841,,,,,,,,,,,,Natural Gas,59074.0,37.361667,-121.943611,,,,,,,,,2.381000415400321,117.0,POINT (-121.943611 37.361667),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3389,"SC 1 Data Center, Phase 2",59074_G_EG11B,59074,G,EG11B,,Combustion Turbine,IC Engine,WEC_CALN,California,6,Santa Clara,85,6085,2.3,10745,2014,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.05841,0.05841,0.05841,0.05841,,,,,,,,,,,,Natural Gas,59074.0,37.361667,-121.943611,,,,,,,,,2.381000415400321,117.0,POINT (-121.943611 37.361667),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3390,"SC 1 Data Center, Phase 2",59074_G_EG12A,59074,G,EG12A,,Combustion Turbine,IC Engine,WEC_CALN,California,6,Santa Clara,85,6085,2.3,10745,2014,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.05841,0.05841,0.05841,0.05841,,,,,,,,,,,,Natural Gas,59074.0,37.361667,-121.943611,,,,,,,,,2.381000415400321,117.0,POINT (-121.943611 37.361667),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3391,"SC 1 Data Center, Phase 2",59074_G_EG12B,59074,G,EG12B,,Combustion Turbine,IC Engine,WEC_CALN,California,6,Santa Clara,85,6085,2.3,10745,2014,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.05841,0.05841,0.05841,0.05841,,,,,,,,,,,,Natural Gas,59074.0,37.361667,-121.943611,,,,,,,,,2.381000415400321,117.0,POINT (-121.943611 37.361667),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3392,"SC 1 Data Center, Phase 2",59074_G_EG13A,59074,G,EG13A,,Combustion Turbine,IC Engine,WEC_CALN,California,6,Santa Clara,85,6085,2.3,10745,2014,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.05841,0.05841,0.05841,0.05841,,,,,,,,,,,,Natural Gas,59074.0,37.361667,-121.943611,,,,,,,,,2.381000415400321,117.0,POINT (-121.943611 37.361667),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3393,"SC 1 Data Center, Phase 2",59074_G_EG14A,59074,G,EG14A,,Combustion Turbine,IC Engine,WEC_CALN,California,6,Santa Clara,85,6085,2.3,10745,2014,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.05841,0.05841,0.05841,0.05841,,,,,,,,,,,,Natural Gas,59074.0,37.361667,-121.943611,,,,,,,,,2.381000415400321,117.0,POINT (-121.943611 37.361667),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3394,"SC 1 Data Center, Phase 2",59074_G_EG15A,59074,G,EG15A,,Combustion Turbine,IC Engine,WEC_CALN,California,6,Santa Clara,85,6085,2.3,10745,2015,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.05841,0.05841,0.05841,0.05841,,,,,,,,,,,,Natural Gas,59074.0,37.361667,-121.943611,,,,,,,,,2.381000415400321,117.0,POINT (-121.943611 37.361667),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3395,"SC 1 Data Center, Phase 2",59074_G_EG15B,59074,G,EG15B,,Combustion Turbine,IC Engine,WEC_CALN,California,6,Santa Clara,85,6085,2.3,10745,2015,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.05841,0.05841,0.05841,0.05841,,,,,,,,,,,,Natural Gas,59074.0,37.361667,-121.943611,,,,,,,,,2.381000415400321,117.0,POINT (-121.943611 37.361667),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3396,"SC 1 Data Center, Phase 2",59074_G_EG16A,59074,G,EG16A,,Combustion Turbine,IC Engine,WEC_CALN,California,6,Santa Clara,85,6085,2.3,10745,2015,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.05841,0.05841,0.05841,0.05841,,,,,,,,,,,,Natural Gas,59074.0,37.361667,-121.943611,,,,,,,,,2.381000415400321,117.0,POINT (-121.943611 37.361667),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3397,"SC 1 Data Center, Phase 2",59074_G_EG16B,59074,G,EG16B,,Combustion Turbine,IC Engine,WEC_CALN,California,6,Santa Clara,85,6085,2.3,10745,2015,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.05841,0.05841,0.05841,0.05841,,,,,,,,,,,,Natural Gas,59074.0,37.361667,-121.943611,,,,,,,,,2.381000415400321,117.0,POINT (-121.943611 37.361667),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3398,"SC 1 Data Center, Phase 2",59074_G_EG1A,59074,G,EG1A,,Combustion Turbine,IC Engine,WEC_CALN,California,6,Santa Clara,85,6085,2.2,18199,2011,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.05841,0.05841,0.05841,0.05841,,,,,,,,,,,,Natural Gas,59074.0,37.361667,-121.943611,,,,,,,,,2.381000415400321,117.0,POINT (-121.943611 37.361667),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3399,"SC 1 Data Center, Phase 2",59074_G_EG1B,59074,G,EG1B,,Combustion Turbine,IC Engine,WEC_CALN,California,6,Santa Clara,85,6085,2.2,19551,2011,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.05841,0.05841,0.05841,0.05841,,,,,,,,,,,,Natural Gas,59074.0,37.361667,-121.943611,,,,,,,,,2.381000415400321,117.0,POINT (-121.943611 37.361667),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3400,"SC 1 Data Center, Phase 2",59074_G_EG2A,59074,G,EG2A,,Combustion Turbine,IC Engine,WEC_CALN,California,6,Santa Clara,85,6085,2.2,19551,2011,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.05841,0.05841,0.05841,0.05841,,,,,,,,,,,,Natural Gas,59074.0,37.361667,-121.943611,,,,,,,,,2.381000415400321,117.0,POINT (-121.943611 37.361667),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3401,"SC 1 Data Center, Phase 2",59074_G_EG2B,59074,G,EG2B,,Combustion Turbine,IC Engine,WEC_CALN,California,6,Santa Clara,85,6085,2.2,19551,2011,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.05841,0.05841,0.05841,0.05841,,,,,,,,,,,,Natural Gas,59074.0,37.361667,-121.943611,,,,,,,,,2.381000415400321,117.0,POINT (-121.943611 37.361667),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3402,"SC 1 Data Center, Phase 2",59074_G_EG3A,59074,G,EG3A,,Combustion Turbine,IC Engine,WEC_CALN,California,6,Santa Clara,85,6085,2.2,19551,2011,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.05841,0.05841,0.05841,0.05841,,,,,,,,,,,,Natural Gas,59074.0,37.361667,-121.943611,,,,,,,,,2.381000415400321,117.0,POINT (-121.943611 37.361667),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3403,"SC 1 Data Center, Phase 2",59074_G_EG3B,59074,G,EG3B,,Combustion Turbine,IC Engine,WEC_CALN,California,6,Santa Clara,85,6085,2.2,19551,2011,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.05841,0.05841,0.05841,0.05841,,,,,,,,,,,,Natural Gas,59074.0,37.361667,-121.943611,,,,,,,,,2.381000415400321,117.0,POINT (-121.943611 37.361667),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3404,"SC 1 Data Center, Phase 2",59074_G_EG4A,59074,G,EG4A,,Combustion Turbine,IC Engine,WEC_CALN,California,6,Santa Clara,85,6085,2.2,19551,2011,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.05841,0.05841,0.05841,0.05841,,,,,,,,,,,,Natural Gas,59074.0,37.361667,-121.943611,,,,,,,,,2.381000415400321,117.0,POINT (-121.943611 37.361667),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3405,"SC 1 Data Center, Phase 2",59074_G_EG4B,59074,G,EG4B,,Combustion Turbine,IC Engine,WEC_CALN,California,6,Santa Clara,85,6085,2.2,19551,2011,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.05841,0.05841,0.05841,0.05841,,,,,,,,,,,,Natural Gas,59074.0,37.361667,-121.943611,,,,,,,,,2.381000415400321,117.0,POINT (-121.943611 37.361667),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3406,"SC 1 Data Center, Phase 2",59074_G_EG5A,59074,G,EG5A,,Combustion Turbine,IC Engine,WEC_CALN,California,6,Santa Clara,85,6085,2.2,19551,2011,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.05841,0.05841,0.05841,0.05841,,,,,,,,,,,,Natural Gas,59074.0,37.361667,-121.943611,,,,,,,,,2.381000415400321,117.0,POINT (-121.943611 37.361667),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3407,"SC 1 Data Center, Phase 2",59074_G_EG5B,59074,G,EG5B,,Combustion Turbine,IC Engine,WEC_CALN,California,6,Santa Clara,85,6085,2.2,19551,2011,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.05841,0.05841,0.05841,0.05841,,,,,,,,,,,,Natural Gas,59074.0,37.361667,-121.943611,,,,,,,,,2.381000415400321,117.0,POINT (-121.943611 37.361667),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3408,"SC 1 Data Center, Phase 2",59074_G_EG6A,59074,G,EG6A,,Combustion Turbine,IC Engine,WEC_CALN,California,6,Santa Clara,85,6085,2.2,19551,2011,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.05841,0.05841,0.05841,0.05841,,,,,,,,,,,,Natural Gas,59074.0,37.361667,-121.943611,,,,,,,,,2.381000415400321,117.0,POINT (-121.943611 37.361667),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3409,"SC 1 Data Center, Phase 2",59074_G_EG6B,59074,G,EG6B,,Combustion Turbine,IC Engine,WEC_CALN,California,6,Santa Clara,85,6085,2.2,19551,2011,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.05841,0.05841,0.05841,0.05841,,,,,,,,,,,,Natural Gas,59074.0,37.361667,-121.943611,,,,,,,,,2.381000415400321,117.0,POINT (-121.943611 37.361667),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3410,"SC 1 Data Center, Phase 2",59074_G_EG7A,59074,G,EG7A,,Combustion Turbine,IC Engine,WEC_CALN,California,6,Santa Clara,85,6085,2.2,19551,2011,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.05841,0.05841,0.05841,0.05841,,,,,,,,,,,,Natural Gas,59074.0,37.361667,-121.943611,,,,,,,,,2.381000415400321,117.0,POINT (-121.943611 37.361667),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3411,"SC 1 Data Center, Phase 2",59074_G_EG7B,59074,G,EG7B,,Combustion Turbine,IC Engine,WEC_CALN,California,6,Santa Clara,85,6085,2.2,19551,2011,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.05841,0.05841,0.05841,0.05841,,,,,,,,,,,,Natural Gas,59074.0,37.361667,-121.943611,,,,,,,,,2.381000415400321,117.0,POINT (-121.943611 37.361667),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3412,"SC 1 Data Center, Phase 2",59074_G_EG8A,59074,G,EG8A,,Combustion Turbine,IC Engine,WEC_CALN,California,6,Santa Clara,85,6085,2.2,19551,2011,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.05841,0.05841,0.05841,0.05841,,,,,,,,,,,,Natural Gas,59074.0,37.361667,-121.943611,,,,,,,,,2.381000415400321,117.0,POINT (-121.943611 37.361667),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3413,"SC 1 Data Center, Phase 2",59074_G_EG8B,59074,G,EG8B,,Combustion Turbine,IC Engine,WEC_CALN,California,6,Santa Clara,85,6085,2.2,19551,2011,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.05841,0.05841,0.05841,0.05841,,,,,,,,,,,,Natural Gas,59074.0,37.361667,-121.943611,,,,,,,,,2.381000415400321,117.0,POINT (-121.943611 37.361667),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3414,"SC 1 Data Center, Phase 2",59074_G_EG9A,59074,G,EG9A,,Combustion Turbine,IC Engine,WEC_CALN,California,6,Santa Clara,85,6085,2.3,10745,2015,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.05841,0.05841,0.05841,0.05841,,,,,,,,,,,,Natural Gas,59074.0,37.361667,-121.943611,,,,,,,,,2.381000415400321,117.0,POINT (-121.943611 37.361667),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3415,"SC 1 Data Center, Phase 2",59074_G_EG9B,59074,G,EG9B,,Combustion Turbine,IC Engine,WEC_CALN,California,6,Santa Clara,85,6085,2.3,10745,2014,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.05841,0.05841,0.05841,0.05841,,,,,,,,,,,,Natural Gas,59074.0,37.361667,-121.943611,,,,,,,,,2.381000415400321,117.0,POINT (-121.943611 37.361667),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3419,"Cottonwood Solar, LLC (City of Corcoran)",59087_G_GEN 1,59087,G,GEN 1,,Solar PV,,WEC_CALN,California,6,Kings,31,6031,11.0,0,2015,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,59087.0,36.134444,-119.554444,,,,,,,,,0.0,0.0,POINT (-119.554444 36.134444),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3426,Enerparc CA1 LLC,59122_G_ECA11,59122,G,ECA11,,Solar PV,,WEC_CALN,California,6,San Benito,69,6069,1.5,0,2014,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,59122.0,36.831667,-121.404167,,,,,,,,,0.0,0.0,POINT (-121.404167 36.831667),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3427,CSD 2- Freedom High,59129_G_57449,59129,G,57449,,Solar PV,,WEC_CALN,California,6,Contra Costa,13,6013,1.1,0,2013,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,59129.0,37.969722,-121.719444,,,,,,,,,0.0,0.0,POINT (-121.719444 37.969722),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3428,CSD 2 - Heritage High,59130_G_57449,59130,G,57449,,Solar PV,,WEC_CALN,California,6,Contra Costa,13,6013,1.3,0,2013,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,59130.0,37.921944,-121.755556,,,,,,,,,0.0,0.0,POINT (-121.755556 37.921944),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3435,RE Mustang LLC,59150_G_PV1,59150,G,PV1,,Solar PV,,WEC_CALN,California,6,Kings,31,6031,100.0,0,2016,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,59150.0,36.221667,-119.903056,,,,,,,,,0.0,0.0,POINT (-119.903056 36.221667),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3440,"CID Solar, LLC",59183_G_PV1,59183,G,PV1,,Solar PV,,WEC_CALN,California,6,Kings,31,6031,19.8,0,2014,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,59183.0,36.138056,-119.564722,,,,,,,,,0.0,0.0,POINT (-119.564722 36.138056),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3456,Vaca Dixon Battery Storage System,59256_G_BAT1,59256,G,BAT1,,Batteries,,WEC_CALN,California,6,Solano,95,6095,2.0,0,2013,9999,,,N,Energy Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Energy Storage,59256.0,38.393333,-121.927778,59256.0,BAT1,14.0,2,2,Batteries,0.81,0.0,0.0,0.0,POINT (-121.927778 38.393333),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3457,Yerba Buena,59257_G_YB1,59257,G,YB1,,Batteries,,WEC_CALN,California,6,Santa Clara,85,6085,4.0,0,2013,9999,,,N,Energy Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Energy Storage,59257.0,37.305833,-121.755,59257.0,YB1,28.0,4,4,Batteries,0.81,0.0,0.0,0.0,POINT (-121.755 37.305833),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3460,Merced Solar LLC,59265_G_PV8,59265,G,PV8,,Solar PV,,WEC_CALN,California,6,Merced,47,6047,1.5,0,2014,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,59265.0,37.267778,-120.484444,,,,,,,,,0.0,0.0,POINT (-120.484444 37.267778),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3461,Mission Solar LLC,59267_G_PV9,59267,G,PV9,,Solar PV,,WEC_CALN,California,6,Merced,47,6047,1.5,0,2014,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,59267.0,37.267778,-120.4825,,,,,,,,,0.0,0.0,POINT (-120.4825 37.267778),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3462,Hollister Solar LLC,59268_G_PV10,59268,G,PV10,,Solar PV,,WEC_CALN,California,6,San Benito,69,6069,1.5,0,2014,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,59268.0,36.8625,-121.428889,,,,,,,,,0.0,0.0,POINT (-121.428889 36.8625),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3468,Life Technologies - Pleasanton,59279_G_LFT01,59279,G,LFT01,,Fuel Cell,,WEC_CALN,California,6,Alameda,1,6001,1.0,7335,2013,9999,,,N,Natural Gas,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Natural Gas,59279.0,37.643889,-121.884167,,,,,,,,,2.381000415400321,117.0,POINT (-121.884167 37.643889),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3469,Kellogg's - San Jose,59280_G_KLG00,59280,G,KLG00,,Fuel Cell,,WEC_CALN,California,6,Santa Clara,85,6085,1.0,7226,2013,9999,,,N,Natural Gas,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Natural Gas,59280.0,37.356389,-121.871944,,,,,,,,,2.381000415400321,117.0,POINT (-121.871944 37.356389),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3472,California PV Energy at ISD WWTP,59283_G_W4236,59283,G,W4236,,Solar PV,,WEC_CALN,California,6,Contra Costa,13,6013,1.0,0,2014,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,59283.0,38.001111,-121.703889,,,,,,,,,0.0,0.0,POINT (-121.703889 38.001111),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3473,Waste Mangement Redwood LFGTE,59299_G_RED1,59299,G,RED1,,Landfill Gas,,WEC_CALN,California,6,Marin,41,6041,2.0,13648,2017,9999,,,N,Landfill Gas,,,,,,,,,,,,,,0.09,0.09,0.09,0.09,,,,,,,,,,,,Landfill Gas,59299.0,38.160833,-122.565,,,,,,,,,0.0,117.0,POINT (-122.565 38.160833),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3474,Waste Mangement Redwood LFGTE,59299_G_RED2,59299,G,RED2,,Landfill Gas,,WEC_CALN,California,6,Marin,41,6041,2.0,13648,2017,9999,,,N,Landfill Gas,,,,,,,,,,,,,,0.09,0.09,0.09,0.09,,,,,,,,,,,,Landfill Gas,59299.0,38.160833,-122.565,,,,,,,,,0.0,117.0,POINT (-122.565 38.160833),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3475,Hanford 1 and 2,59300_G_HAN1,59300,G,HAN1,,Solar PV,,WEC_CALN,California,6,Kings,31,6031,1.5,0,2014,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,59300.0,36.306667,-119.629167,,,,,,,,,0.0,0.0,POINT (-119.629167 36.306667),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3476,Hanford 1 and 2,59300_G_HAN2,59300,G,HAN2,,Solar PV,,WEC_CALN,California,6,Kings,31,6031,1.5,0,2014,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,59300.0,36.306667,-119.629167,,,,,,,,,0.0,0.0,POINT (-119.629167 36.306667),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3483,Sacramento (SMUD),59323_G_SMUPV,59323,G,SMUPV,,Solar PV,,WEC_BANC,California,6,Sacramento,67,6067,1.5,0,2014,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,59323.0,38.587222,-121.457778,,,,,,,,,0.0,0.0,POINT (-121.457778 38.587222),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3485,City of Soledad Water Reclamation,59329_G_SOL1,59329,G,SOL1,,Onshore Wind,,WEC_CALN,California,6,Monterey,53,6053,1.0,0,2014,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,59329.0,36.421111,-121.340278,,,,,,,,,0.0,0.0,POINT (-121.340278 36.421111),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3486,Taylor Farms,59330_G_TAY1,59330,G,TAY1,,Onshore Wind,,WEC_CALN,California,6,Monterey,53,6053,1.0,0,2014,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,59330.0,36.505,-121.451667,,,,,,,,,0.0,0.0,POINT (-121.451667 36.505),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3487,Anheuser-Busch #2,59331_G_ANB2,59331,G,ANB2,,Onshore Wind,,WEC_CALN,California,6,Solano,95,6095,1.6,0,2014,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,59331.0,38.233611,-122.0925,,,,,,,,,0.0,0.0,POINT (-122.0925 38.233611),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3492,Quinto Solar PV Project,59339_G_SSC13,59339,G,SSC13,,Solar PV,,WEC_CALN,California,6,Merced,47,6047,105.1,0,2015,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,59339.0,37.130278,-121.052222,,,,,,,,,0.0,0.0,POINT (-121.052222 37.130278),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3516,Corcoran Solar 2,59413_G_C2CA,59413,G,C2CA,,Solar PV,,WEC_CALN,California,6,Kings,31,6031,19.8,0,2015,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,59413.0,36.141944,-119.581667,,,,,,,,,0.0,0.0,POINT (-119.581667 36.141944),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3522,Baker Creek Hydroelectric,59428_G_GENE1,59428,G,GENE1,,Hydro,,WEC_CALN,California,6,Humboldt,23,6023,1.4,0,2014,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,59428.0,40.526389,-123.725556,,,,,,,,,0.0,0.0,POINT (-123.725556 40.526389),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3523,Baker Creek Hydroelectric,59428_G_GENE2,59428,G,GENE2,,Hydro,,WEC_CALN,California,6,Humboldt,23,6023,0.1,0,2014,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,59428.0,40.526389,-123.725556,,,,,,,,,0.0,0.0,POINT (-123.725556 40.526389),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
3542,Apple Campus 2 PV,59473_G_AC2PV,59473,G,AC2PV,,Solar PV,,WEC_CALN,California,6,Santa Clara,85,6085,14.4,0,2017,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,59473.0,37.33,-122.01,,,,,,,,,0.0,0.0,POINT (-122.01 37.33),8,9,9,45.2932178082,19.6629761024,p9,rto4,CA
